KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記
249,イサキ科,Haemulidae,アジアコショウダイ,Plectorhinchus picus (Cuvier 1828),"
三浦（2012）「知念市場の魚」，沖縄島；畑ほか（2012）Nat Kagoshima 38:19-38，硫黄島，竹島；本村ほか（2013）「硫黄島・竹島の魚類」；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Koeda et al (2016) Fishes of Yonaguni，与那国島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島・黒島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Hata et al (2022) Univ Mus, Univ Tokyo Material Rep 128:103-119，神奈川県，小笠原諸島
",Ajiakoshodai
249,イサキ科,Haemulidae,エリアカコショウダイ,Plectorhinchus unicolor (Macleay 1883),"
Jhonson & Wilmer (2015)，Plectorhinchus schotafから変更；畑ほか（2014）Nat Kagoshima 40:53-57，種子島，馬毛島；畑ほか（2016）Nat Kagoshima 42:237-241，内之浦湾，奄美大島；鏑木（2016）「種子島の釣魚」；畑ほか（2017）Nat Kagoshima 43:141-148，笠沙；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；下光ほか（2019）神奈川県立博物館研究報告（自然科学）48:115-119，館山湾（幼魚）；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Eriakakoshodai
249,イサキ科,Haemulidae,ムスジコショウダイ,Plectorhinchus vittatus (Linnaeus 1758),"
三浦（2012）「知念市場の魚」，沖縄島；畑ほか（2012）Nat Kagoshima 38:19-38，薩摩半島西岸，大隅半島東岸，屋久島；本村ほか（2013）「硫黄島・竹島の魚類」；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；Koeda & Ho (2018) Acta Ichthyol Piscat 48:245-249，大隅半島東岸内之浦；小枝ほか（2020）「大隅市場魚類図鑑」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；古橋・本村（2022）Ichthy, Nat Hist Fish Jpn 23:7-18，臥蛇島
",Musujikoshodai
249,イサキ科,Haemulidae,ホシミゾイサキ,Pomadasys argenteus (Forsskål 1775),"
三浦（2012）「知念市場の魚」，沖縄島；畑ほか（2012）Nat Kagoshima 38:19-38，奄美大島；畑ほか（2015）Nat Kagoshima 41:115-121，笠沙；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；下瀬（2021）「沖縄さかな図鑑」，沖縄県；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Hata et al (2022) Univ Mus, Univ Tokyo Material Rep 128:103-119，沖縄島
",Hoshimizoisaki
249,イサキ科,Haemulidae,カガヤキミゾイサキ,Pomadasys kaakan  (Cuvier 1830),"
Hata et al (2015) Spec Divers 20:115-120，笠沙；本村（2018）鹿児島大学総合研究博物館NewsLetter 43:2-7，薩摩半島西岸；藤原ほか（2020）Nat Kagoshima 46:569-572，笠沙（日本2個体目）；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Kagayakimizoisaki
249,イサキ科,Haemulidae,マダラミゾイサキ,Pomadasys maculatus (Bloch 1793),,Madaramizoisaki
249,イサキ科,Haemulidae,スジミゾイサキ,Pomadasys quadrilineatus Shen & Lin 1984,"
畑ほか（2012）Nat Kagoshima 38:19-38，薩摩半島西岸，鹿児島湾，大隅半島東岸，種子島，屋久島；本村（2015）「琉球列島の魚類多様性」，種子島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Sujimizoisaki
249,イサキ科,Haemulidae / Hapalogenyidae,セトダイ,Hapalogenys analis Richardson 1845,"
Hapalogenyidaeと扱われることも；畑・本村（2016）Nat Kagoshima 42:243-248，内之浦湾；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；小枝ほか（2018）「内之浦の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；Hata et al (2022) Univ Mus, Univ Tokyo Material Rep 128:103-119，和歌山県，兵庫県，島根県，山口県，高知県，福岡県，有明海，長崎県，東シナ海
",Setodai
249,イサキ科,Haemulidae / Hapalogenyidae,シマセトダイ,Hapalogenys kishinouyei Smith & Pope 1906,"
Hapalogenyidaeと扱われることも；畑ほか（2012）Nat Kagoshima 38:19-38，鹿児島湾，大隅半島東岸，種子島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；玉井・荒尾（2021）豊橋市自然史博物館研報31:45-55，愛知県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；Hata et al (2022) Univ Mus, Univ Tokyo Material Rep 128:103-119，兵庫県，長崎県，鹿児島県，東シナ海
",Shimasetodai
249,イサキ科,Haemulidae / Hapalogenyidae,ヒゲソリダイ,Hapalogenys nigripinnis (Temminck & Schlegel 1843),"
Hapalogenyidaeと扱われることも；畑ほか（2012）Nat Kagoshima 38:19-38，薩摩半島西岸，大隅半島東岸；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2018）日本生物地理学会会報72:209-218，北海道南部；村瀬ほか（2019）「門川の魚類」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Hata et al (2022) Univ Mus, Univ Tokyo Material Rep 128:103-119，山形県，東京（市場），新潟県，和歌山県，岡山県，島根県，山口県，福岡県，長崎県，東シナ海
",Higesoridai
249,イサキ科,Haemulidae / Hapalogenyidae,ヒゲダイ,Hapalogenys sennin Iwatsuki & Nakabo 2005,"
Hapalogenyidaeと扱われることも；畑ほか（2012）Nat Kagoshima 38:19-38，薩摩半島西岸（奄美大島の記録は誤記）；畑ほか（2017）Nat Kagoshima 43:149-153，種子島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；小枝ほか（2018）「内之浦の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Hata et al (2022) Univ Mus, Univ Tokyo Material Rep 128:103-119，千葉県，東京（市場），伊豆諸島，三重県，和歌山県，富山県，福井県，兵庫県，広島県，山口県，福岡県
",Higedai
250,イトヨリダイ科,Nemipteridae,ヒライトヨリ,Nemipterus aurora Russell 1993,"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）
",
250,イトヨリダイ科,Nemipteridae,ソコイトヨリ,Nemipterus bathybius Snyder 1911,"
藤原ほか（2014）Nat Kagoshima 40:59-67，笠沙，鹿児島湾，開聞岳西側沖，志布志湾，伊唐島；岩坪・本村（2017）「鹿児島湾の魚類」；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島（誤同定でトンキンイトヨリが正しい）；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Sokoitoyori
250,イトヨリダイ科,Nemipteridae,モモイトヨリ,Nemipterus furcosus (Valenciennes 1830),"
三浦（2012）「知念市場の魚」，沖縄島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；上原ほか（2021）魚類学雑誌doi:10.11369/jji.20-041，沖縄島
",Momoitoyori
250,イトヨリダイ科,Nemipteridae,ニホンイトヨリ,Nemipterus japonicus (Bloch 1791),"
中村・本村（2021）魚類学雑誌doi:10.11369/jji.21-001，種子島
",Nihon-itoyori
250,イトヨリダイ科,Nemipteridae,シャムイトヨリ,Nemipterus peronii (Valenciennes 1830),"
三浦（2012）「知念市場の魚」，沖縄島；畑ほか（2016）南紀生物58:215-218，内之浦湾；畑ほか（2017）Nat Kagoshima 43:155-159，種子島；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；上原ほか（2021）魚類学雑誌doi:10.11369/jji.20-041，沖縄島
",Shamuitoyori
250,イトヨリダイ科,Nemipteridae,ジャバイトヨリ,Nemipterus tambuloides (Bleeker 1853),"
畑ほか（2017）Nat Kagoshima 44:21-25，奄美大島（誤同定で，正しくはトンキンイトヨリ）
",Jabaitoyori
250,イトヨリダイ科,Nemipteridae,トンキンイトヨリ,Nemipterus thosaporni Russell 1991,"
三浦（2012）「知念市場の魚」，沖縄島；畑ほか（2017）Nat Kagoshima 44:21-25，奄美大島（ジャバイトヨリとして）Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島（ソコイトヨリとして報告された標本もトンキンイトヨリ；中村潤平私信）；本村ほか（2019）「奄美群島の魚類」
",Tonkinitoyori
250,イトヨリダイ科,Nemipteridae,イトヨリダイ,Nemipterus virgatus (Houttuyn 1782),"
北島ほか（1976）西海区水産研究所研究報告48:47-92，天草灘；藤原ほか（2014）Nat Kagoshima 40:59-67，笠沙，串木野，内之浦湾，指宿市；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；伊東（2018）鹿児島大学総合研究博物館NewsLetter 43:8-13，薩摩半島西岸；小枝ほか（2018）「内之浦の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；玉井・荒尾（2021）豊橋市自然史博物館研報31:45-55，愛知県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Itoyoridai
250,イトヨリダイ科,Nemipteridae,ヒメイトヨリ,Nemipterus zysron (Bleeker 1856),"
木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Himeitoyori
250,イトヨリダイ科,Nemipteridae,アカタマガシラ,"Parascolopsis akatamae Miyamoto, McMahan & Kaneko 2020","
三浦（2012）「知念市場の魚」，沖縄島；藤原ほか（2014）Nat Kagoshima 40:59-67，屋久島，馬毛島，トカラ列島，奄美大島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，諏訪之瀬島；Miyamoto et al (2020) Zootaxa 4881:91-103，アカタマガシラP. eriommaに2種含まれ，P. akatamaeを新種記載（インド・西太平洋；宮崎県・口永良部島・屋久島・トカラ列島・奄美大島・与論島・沖縄島・石垣島），和名アカタマガシラはP. akatamaeに適用，P. eriommaには新和名エンンビアカタマガシラを提唱；下瀬（2021）「沖縄さかな図鑑」，沖縄県；望月ほか（2021）Ichthy, Nat Hist Fish Jpn 14:48-53，大隅諸島竹島
",Akatamagashira
250,イトヨリダイ科,Nemipteridae,エンビアカタマガシラ,Parascolopsis eriomma (Jordan & Richardson 1909),"
Miyamoto et al (2020) Zootaxa 4881:91-103，アカタマガシラP. eriommaに2種含まれ，P. akatamaeを新種記載，和名アカタマガシラはP. akatamaeに適用，P. eriommaには新和名エンンビアカタマガシラを提唱，P. eriommaを沖縄島・台湾・フィリピン・インドネシアから記録
",Embiakatamagashira
250,イトヨリダイ科,Nemipteridae,タマガシラ,Parascolopsis inermis (Temminck & Schlegel 1843),"
三浦（2012）「知念市場の魚」，沖縄島；清水（2013）南予生物17:14-35，愛媛県瀬戸内海；藤原ほか（2014）Nat Kagoshima 40:59-67，笠沙，内之浦湾，開聞岳西側沖，知林ヶ島，志布志湾，種子島；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；畑ほか（2016）Nat Kagoshima 42:249-254，奄美大島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Tamagashira
250,イトヨリダイ科,Nemipteridae,キスジタマガシラ,Parascolopsis tosensis (Kamohara 1938),,Kisujitamagashira
250,イトヨリダイ科,Nemipteridae,ヤクシマキツネウオ,Pentapodus aureofasciatus Russell 2001,"
三浦（2012）「知念市場の魚」，沖縄島（キツネウオ属の1種として）；本村ほか（2013）「硫黄島・竹島の魚類」；藤原ほか（2014）Nat Kagoshima 40:59-67，屋久島，内之浦湾；畑ほか（2016）Nat Kagoshima 42:255-258，奄美大島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島
",Yakushimakitsuneuo
250,イトヨリダイ科,Nemipteridae,キツネウオ,Pentapodus caninus (Cuvier 1830),"
三浦（2012）「知念市場の魚」，沖縄島；藤原ほか（2014）Nat Kagoshima 40:59-67，鹿児島県；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；下瀬（2021）「沖縄さかな図鑑」，沖縄県
",Kitsuneuo
250,イトヨリダイ科,Nemipteridae,イトタマガシラ,Pentapodus nagasakiensis (Tanaka 1915),"
本村ほか（2013）「硫黄島・竹島の魚類」；藤原ほか（2014）Nat Kagoshima 40:59-67，徳之島，奄美大島，硫黄島，種子島，甑列島；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Itotamagashira
250,イトヨリダイ科,Nemipteridae,ヒメタマガシラ,Scolopsis affinis Peters 1877,"
三浦（2012）「知念市場の魚」，沖縄島；藤原ほか（2014）Nat Kagoshima 40:59-67，笠沙；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Himetamagashira
250,イトヨリダイ科,Nemipteridae,フタスジタマガシラ,Scolopsis bilineata (Bloch 1793),"
三浦（2012）「知念市場の魚」，沖縄島；本村ほか（2013）「硫黄島・竹島の魚類」；藤原ほか（2014）Nat Kagoshima 40:59-67，奄美大島，屋久島，笠沙，硫黄島，与論島，種子島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；藤原ほか（2020）Ichthy, Nat Hist Fish Jpn 3:30-40，沖永良部島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・黒島；望月ほか（2021）Ichthy, Nat Hist Fish Jpn 14:48-53，大隅諸島竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Futasujitamagashira
250,イトヨリダイ科,Nemipteridae,ハクセンタマガシラ,Scolopsis ciliata (Lacepède 1802),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島
",Hakusentamagashira
250,イトヨリダイ科,Nemipteridae,ヨコシマタマガシラ,Scolopsis lineata Quoy & Gaimard 1824,"
三浦（2012）「知念市場の魚」，沖縄島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Inoue et al (2020) Ichthyol Res doi:10.1007/s10228-020-00775-1，西表島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；太田（2021）Ichthy, Nat Hist Fish Jpn 4:26-28，高知県；是枝ほか（2022）Ichthy, Nat Hist Fish Jpn 17:20-38，薩摩半島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Yokoshimatamagashira
250,イトヨリダイ科,Nemipteridae,シンジュタマガシラ,Scolopsis margaritifera (Cuvier 1830),"
下瀬（2021）「沖縄さかな図鑑」，沖縄県
",Shinjutamagashira
250,イトヨリダイ科,Nemipteridae,ヒトスジタマガシラ,Scolopsis monogramma (Cuvier 1830),"
三浦（2012）「知念市場の魚」，沖縄島；藤原ほか（2014）Nat Kagoshima 40:59-67，種子島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；山﨑ほか（2019）生物地理学会会報74:93-97，九州初記録（宮崎県・鹿児島県）；下瀬（2021）「沖縄さかな図鑑」，沖縄県；望月ほか（2021）Ichthy, Nat Hist Fish Jpn 14:48-53，大隅諸島竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Hitosujitamagashira
250,イトヨリダイ科,Nemipteridae,タイワンタマガシラ,Scolopsis vosmeri (Bloch 1792),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Russell et al (2022) Zootaxa 5105:501-538，Scolopsis vosmeri (Bloch 1792)は3種に分類され，日本産はS. japonicusが適用（S. japonicusの分布：西太平洋）
",Taiwantamagashira
250,イトヨリダイ科,Nemipteridae,カメンタマガシラ,Scolopsis xenochrous Günther 1872,"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Kamentamagashira
251,タイ科,Sparidae,オキナワキチヌ,Acanthopagrus chinshira Kume & Yoshino 2008,"
三浦（2012）「知念市場の魚」，沖縄島；下瀬（2021）「沖縄さかな図鑑」，沖縄県
",Okinawakichinu
251,タイ科,Sparidae,キチヌ,Acanthopagrus latus (Houttuyn 1782),"
武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；辻（2015）徳島県立博物館研究報告25:1-24，愛媛県岩松川；松沼ほか（2016）「鹿児島市の川魚」，鹿児島市；鏑木（2016）「種子島の釣魚」；辻・松田（2016）南予生物18:1-25，愛媛県八幡浜市；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；木村ほか（2020）魚津水族館年報29:49-78，富山湾；本村ほか（2020）「高尾野川河口の生きもの」；小枝ほか（2020）「大隅市場魚類図鑑」；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；荒尾ほか（2021）神奈川県自然誌資料42:159-166，東京湾谷津干潟；井上ほか（2021）Ichthy, Nat Hist Fish Jpn 10:21-38，高知市；Itsukushima & Kano (2021) Biodivers Data J 9:367168，千葉県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；外山ほか（2021）茨城県自然博物館研究報告24:77-84，茨城県久慈川；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；栗原ほか（2022）「延岡水辺の生き物案内」，宮崎県延岡市
",Kichinu
251,タイ科,Sparidae,ナンヨウチヌ,"Acanthopagrus pacificus Iwatsuki, Kume & Yoshino 2010","
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；下瀬（2021）「沖縄さかな図鑑」，沖縄県
",Nan-yochinu
