Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References1,References2
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Charax leticiae,N/A,1.44,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Colossoma macropomum,Tambaqui,1.50,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Exodon paradoxus,Bucktooth tetra,1.70,52,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Galeocharax knerii,N/A,1.60,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Gymnocorymbus ternetzi,Black tetra,1.67,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Gymnocorymbus ternetzi,Black tetra,1.86,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Gymnocorymbus ternetzi,Black tetra,2.10,48,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus caudovittatus,Buenos Aires tetra,1.70,50,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus caudovittatus,Buenos Aires tetra,1.70,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus caudovittatus,Buenos Aires tetra,1.90,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus erythrozonus,Glowlight tetra,2.02,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus ocellifer,Head-and-taillight tetra,1.49,48,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus ocellifer,Head-and-taillight tetra,1.70,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hemigrammus ocellifer,Head-and-taillight tetra,1.70,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hyphessobrycon callistus,Jewel tetra,1.64,52,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hyphessobrycon flammeus,Flame tetra,1.27,52,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hyphessobrycon griemi,Goldspotted tetra,1.28,48,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hyphessobrycon pulchripinnis,Lemon tetra,1.83,48,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Hyphessobrycon reticulatus,N/A,1.15,50,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Markiana nigripinnis,N/A,1.08,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Metynnis hypsauchen,Silver dollar,1.70,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Metynnis lippincottianus,N/A,1.70,62,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Mimagoniates microlepis,Barberos tetra,1.53,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Moenkhausia dichroura,Bandtail tetra,1.01,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Moenkhausia oligolepis,Glass tetra,1.60,50,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Moenkhausia sanctaefilomenae,Redeye tetra,1.20,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Moenkhausia sanctaefilomenae,Redeye tetra,1.38,50,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Mylossoma paraguayensis,N/A,1.46,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Odontostilbe stenodon,N/A,1.86,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Oligosarcus hepsetus,N/A,1.67,50,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Oligosarcus paranensis,N/A,1.66,50,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Piabina argentea,N/A,1.18,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Piabucus melanostomus,N/A,1.20,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Poptella paraguayensis,N/A,1.74,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Pseudocorynopoma heterandria,N/A,1.26,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Roeboides bonariensis,N/A,1.09,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Roeboides prognathus,N/A,1.54,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Salminus hilarii,N/A,1.31,50,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Serrasalmus brandti,White piranha,1.64,60,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Serrasalmus hollandi,Piranha,1.69,64,FD,RBC,HS,"Muramoto, J., S. Ohno, and N.B. Atkin (1968). On the diploid state of the fish order Ostariophysi. Chromosoma 24: 59-66.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Serrasalmus sp.1,Piranha,1.60,62,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Serrasalmus sp.2,Piranha,1.79,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Serrasalmus spilopleura,Speckled piranha,1.44,60,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Serrasalmus spilopleura,Speckled piranha,1.58,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Tetragonopterus argenteus,N/A,1.50,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Tetragonopterus chalceus,N/A,1.97,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Triportheus paranensis,N/A,1.34,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Characidae,Triportheus pictus,N/A,1.73,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Curimata vittata,N/A,1.49,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Curimatella dorsalis,N/A,1.42,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Cyphocharax gilberti,N/A,1.66,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Cyphocharax modestus,N/A,1.60,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Potamorhina squamoralevis,N/A,1.90,102,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Prochilodus affinis,N/A,1.56,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Prochilodus argenteus,N/A,1.54,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Prochilodus lineatus,N/A,1.68,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Semaprochilodus binotatus,N/A,1.86,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Steindachnerina elegans,N/A,1.73,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Steindachnerina guentheri,N/A,1.62,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Curimatidae,Steindachnerina insculpta,N/A,1.43,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Cynodontidae,Hydrolycus scomberoides,Payara,1.05,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Cynodontidae,Raphiodon vulpinus,Biara,1.01,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Erythrinidae,Hoplias malabaricus,Trahira,1.16,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Erythrinidae,Hoplias malabaricus,Trahira,1.40,42,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Characiformes,Gasteropelecidae,Carnegiella strigata strigata,Marbled hatchetfish,1.40,50-52,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Gasteropelecidae,Gasteropelecus levis,Silver hatchetfish,1.40,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Gasteropelecidae,Thoracocharax cf. stellatus -1,Spotfin hatchetfish,1.29,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Gasteropelecidae,Thoracocharax cf. stellatus -2,Spotfin hatchetfish,1.09,52,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Hemiodontidae,Apareiodon affinis,N/A,1.02,,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Hemiodontidae,Apareiodon affinis,N/A,1.27,54,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Lebiasinidae,Pyrrhulina australis,N/A,0.99,40,FD,RBC,"CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",
Chordata,Vertebrata,Osteichthyes,Characiformes,Lebiasinidae,Pyrrhulina rachoviana,Fanning pyrrhulina,1.20,42,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Chirocentridae,Chirocentrus dorab,Dorab wolf-herring,0.82,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Alosa chrysochloris,Skipjack shad,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Alosa pseudoharengus,Alewife,1.40,48,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Alosa sapidissima,American shad,1.30,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Alosa sp.,Shad,0.99,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1949). Variable and constant components of chromosomes. Nature 163: 666-667.","Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462."
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Clupea pallasii,Pacific herring,0.77,52,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Clupea pallasii,Pacific herring,0.91,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Clupea pallasii,Pacific herring,0.96,,FD,RBC,CP,"Ida, H., N. Oka, and K. Hayashigaki (1991). Karyotypes and cellular DNA contents of three species of the subfamily Clupeinae. Japanese Journal of Ichthyology 38: 289-294.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Clupea pallasii,Pacific herring,0.98,,FD,RBC,HS,"Ohno, S., J. Muramoto, J. Klein, and N.B. Atkin (1969b). Diploid-tetraploid relationship in clupeoid and salmonoid fish. In: Chromosomes Today, Vol. 2, edited by C.D. Darlington and K.R. Lewis. Oliver & Boyd, Edinburgh, pp.139-147.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Dorosoma cepedianum,American gizzard shad,0.99,,FCM,RBC,GD,"Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.",
Chordata,Vertebrata,Osteichthyes,Clupeiformes,Clupeidae,Harengula humeralis,Redear herring,1.02,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",
