Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References1,References2
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Bathylagidae,Bathylagus wesethi,Snubnose blacksmelt,1.75,36,FD,RBC,HS,"Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Bathylagidae,Leuroglossus stilbius,California smoothtongue,1.70,64,FD,RBC,HS,"Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Galaxiidae,Galaxias maculatus,Inanga,1.04,22,FIA,RBC,OM,"Jara-Seguel, P., I. Valdebenito, C. Palma-Rojas, C. Rebolledo (2008). Nuclear DNA content in Galaxias maculatus (Teleostei: Osmeriformes: Galaxiidae). Latin American Journal of Aquatic Research 36: 97-91.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Galaxiidae,Galaxias platei,Tollo,1.10,,FIA,RBC,OM,"Jara-Seguel, P., I. Valdebenito, and C. Palma-Rojas (2008). Contenido de ADN nuclear en Galaxias platei (Steindachner, 1898) (Teleostei: Osmeriformes: Galaxiidae). Gayana 72: 196-201.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Osmeridae,Hypomesus pretiosus,Surf smelt,0.74,50-52,FD,RBC,HS,"Ohno, S., J. Muramoto, J. Klein, and N.B. Atkin (1969b). Diploid-tetraploid relationship in clupeoid and salmonoid fish. In: Chromosomes Today, Vol. 2, edited by C.D. Darlington and K.R. Lewis. Oliver & Boyd, Edinburgh, pp.139-147.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Osmeridae,Osmerus eperlanus,European smelt,0.62,54-58,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Osmeridae,Osmerus mordax,Atlantic rainbow smelt,0.69,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Osmeridae,Spirinchus starksi,Night smelt,0.84,50,FD,RBC,HS,"Ohno, S., J. Muramoto, J. Klein, and N.B. Atkin (1969b). Diploid-tetraploid relationship in clupeoid and salmonoid fish. In: Chromosomes Today, Vol. 2, edited by C.D. Darlington and K.R. Lewis. Oliver & Boyd, Edinburgh, pp.139-147.",
Chordata,Vertebrata,Osteichthyes,Osmeriformes,Osmeridae,Thaleichthys pacificus,Eulachon,0.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Mormyridae,Brienomyrus longianalis,Elephant fish,1.20,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Mormyridae,Gnathonemus petersii,Elephantnose fish,1.20,48,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Mormyridae,Mormyrus kannume,Elephantsnout fish,1.00,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Mormyridae,Pollimyrus nigricans,Elephant fish,1.00,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Notopteridae,Chitala chitala,Clown knifefish,1.08,42,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Notopteridae,Xenomystus nigri,African knifefish,1.30,42,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Osteoglossidae,Arapaima gigas,Arapaima,0.81,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Osteoglossidae,Arapaima gigas,Arapaima,0.98,56,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Osteoglossidae,Osteoglossum bicirrhosum,Arawana,0.88,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Osteoglossidae,Osteoglossum bicirrhosum,Arawana,1.00,56,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Osteioglossiformes,Pantodontidae,Pantodon buchholzi,Freshwater butterflyfish,0.77,48,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Acanthurus auranticavus,Orange-socket surgeonfish,0.63,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Acanthurus blochii,Ringtail surgeonfish,1.00,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Acanthurus chirurgus,Doctorfish,0.69,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Acanthurus grammoptilus,Finelined surgeonfish,0.75,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Acanthurus striatus,Striated surgeonfish,0.76,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Acanthurus triostegus,Convict surgeonfish,0.79,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Ctenochaetus striatus,Striated surgeonfish,0.84,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Zebrasoma scopas,Twotone tang,0.72,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Acanthuridae,Zebrasoma veliferum,Sailfin tang,0.71,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Ambassidae,Ambassis elongatus,Yellowfin glassfish,0.56,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon bandanensis,Bigeye cardinalfish,0.94,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon cookii,Cook's cardinalfish,1.11,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon cyanosoma,Yellowstriped cardinalfish,1.02,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon doederleini,Doederlein's cardinalfish,1.18,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon endetakaena,Candystripe cardinalfish,1.03,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon guamensis,Guam cardinalfish,1.30,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon kallopterus,Iridescent cardinalfish,0.81,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon kiensis,Rifle cardinal,1.13,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon lineatus,Indian perch,1.43,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon moluccensis,Moluccan cardinalfish,1.06,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon poecilopterus,Pearly-finned cardinalfish,0.97,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon savayensis,Samoan cardinalfish,0.80,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Apogon semiornatus,Oblique-banded cardinalfish,0.91,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Apogonidae,Cheilodipterus quinquelineatus,Five-lined cardinalfish,0.95,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Arripidae,Arripis trutta,Eastern Australian salmon,0.71,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Artedidraconidae,Pogonophryne scotti,Barbled plunderfish,2.03,46,"FD, SCF",RBC,GD,"Morescalchi, A., M.A. Morescalchi, G. Odierna, V. Stingo, and T. Capriglione (1996). Karyotype and genome size of zoarcids and notothenioids (Teleostei, Perciformes) from the Ross Sea: cytotaxonomic implications. Polar Biology 16: 559-564.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Bathydraconidae,Cygnodraco mawsoni,Antarctic dragonfish,1.41,48,"FD, SCF",RBC,GD,"Morescalchi, A., M.A. Morescalchi, G. Odierna, V. Stingo, and T. Capriglione (1996). Karyotype and genome size of zoarcids and notothenioids (Teleostei, Perciformes) from the Ross Sea: cytotaxonomic implications. Polar Biology 16: 559-564.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Bathymasteridae,Rathbunella sp.,Ronquil,0.96,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Betta splendens,Siamese fighting fish,0.63,,FIA,RBC,"GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Betta splendens,Siamese fighting fish,0.64,42,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Betta splendens,Siamese fighting fish,0.64,,FIA,RBC,GD,T.R. Gregory. Unpublished Data,
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Colisa lalia,Dwarf gourami,0.58,,FCM,RBC,"HS, RT","Vinogradov, A.E. (2005).  Genome size and chromatin condensation in vertebrates.  Chromosoma 113: 362-369.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Colisa lalia,Dwarf gourami,0.62,46,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Macropodus chinensis,Roundtail paradisefish,1.27,46,FD,RBC,GD,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Macropodus opercularis,Paradise fish,0.55,,FCM,RBC,"HS, RT","Vinogradov, A.E. (2005).  Genome size and chromatin condensation in vertebrates.  Chromosoma 113: 362-369.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Macropodus opercularis,Paradise fish,0.59,42,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Pseudosphromenus cupanus,Spiketail paradisefish,0.61,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster chuna,Honey gourami,0.64,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster leerii,Pearl gourami,0.64,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster leerii,Pearl gourami,0.71,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster leerii,Pearl gourami,0.82,46,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster microlepis,Moonlight gourami,0.93,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster trichopterus,Three spot gourami,0.61,48,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster trichopterus,Three spot gourami,0.68,48,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster trichopterus,Three spot gourami,0.73,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Belontiidae,Trichogaster trichopterus,Three spot gourami,0.78,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Aidablennius sphynx,Blenny,0.61,48,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Atrosalarias fuscus fuscus,Blenny,0.76,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Blennius ocellaris,Butterfly blenny,0.86,48,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Crossosalarias macrospilus,Triplespot blenny,0.83,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Ecsenius aequalis,Fourline blenny,0.64,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Ecsenius mandibularis,Queensland blenny,0.82,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Yaeyama blenny,0.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Hypsoblennius hentzi,Feather blenny,0.86,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Hypsoblennius sp.,Blenny,0.95,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Lipophrys pholis,Shanny,0.79,46,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Parablennius gattorugine,Tompot blenny,0.58,48,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Parablennius incognitus,Blenny,0.80,48,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Parablennius sanguinolentus,Rusty blenny,0.89,48,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Paralipophrys trigloide,Blenny,1.19,46,FD,RBC,GD,"Cano, J., M.C. Alvarez, G. Thode, and E. Muﾃｱoz (1982). Phylogenetic interpretation of chromosomal and nuclear-DNA-content data in the genus Blennius (Blenniidae: Perciformes). Genetica 58: 11-16.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Petroscirtes breviceps,Striped poison fangblenny mimic,0.82,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Petroscirtes fallax,Deceiver fangblenny,0.59,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Blenniidae,Petroscirtes lupus,Wolf fangblenny,0.65,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
